Title,Aid,View,Danmaku,Reply,Favorite,Coin,Share,Like,Dislike,Pts
【椭奇】《五等分新娘》萌妹子小姐姐太可爱，不来看看你的新娘吗？,52203720,6026,7,17,218,20,5,131,0,7406
《大鱼》添财慧,52338289,4787,177,199,172,471,9,537,0,7397
【周刊】哔哩哔哩舞蹈排行榜2019年4月第五周#209,52285414,6255,632,142,68,98,9,306,0,7337
【BDF2019-浙江台州】宅舞接力触摸天空-驱散所有的阴霾,52160996,7366,81,108,119,160,37,232,0,7188
锁舞合集，女生跳locking也是可以很帅气很可爱,52146752,6673,11,10,200,43,6,120,0,7116
【空绫玥】Kill this love†葬爱†当我被她的吻擒获时才察觉到为时已晚,52188260,2468,6,19,342,42,3,193,0,7063
【潇洒】小鹿乱撞❤️,52288951,5101,10,62,187,135,4,174,0,6986
【盒子】❤Fancy❤（twice dance cover）在这烈日下fancy you！,52230629,4301,60,28,249,32,2,181,0,6982
【琼斯QiongS】Violeta - IZONE 12人完整版,52057100,5738,32,44,194,137,17,198,0,6910
ZERO【念诗之王】瞎跳solo,52159088,4987,35,115,170,349,14,432,0,6861
【纸兔】花路 祝妈妈母亲节快乐~,52226892,5350,15,80,163,70,5,172,0,6562
【AM】【场景转换】AS IF IT‘S YOUR LAST像最后一样,52200557,4606,2,14,231,157,80,397,0,6517
【盐盐】超撩编舞《心如止水》魏大勋变成一只野兽？,52198669,3554,9,31,242,40,3,224,0,6492
【全网跳的最好的一分一秒】 朴智妍-1分1秒 男生翻跳cover,52097145,5476,73,132,135,274,38,324,0,6444
【坎蒂x武林x褶褶】Melody Line❀大风中的三个小可爱,52074603,1935,62,134,254,188,16,327,0,6383
【尖尖】触摸天空❤真爱无需摇摆,52075710,2199,62,20,315,55,2,214,0,6318
【柯基酱×溟雨】pink cat (˚☐˚! )/,52117416,2162,10,22,335,26,3,195,0,6140
特里休大小姐想要刺杀带老板,52263356,5270,71,49,163,251,20,337,0,6081
【夜莺军团】響喜乱舞 翻跳,52150533,4120,102,99,153,246,14,449,0,6057
【小袜子】极乐净土♡12cm的高跟鞋限制了我的蝴蝶步,52372108,2291,16,40,364,100,4,261,0,6029
【老张】《诉说》 便纵有千种风情，更与何人说？（练习室）,52051508,3755,18,66,231,182,9,346,0,6001
【西班牙Misang舞团】EVERGLOW_Bon Bon Chocolat,52321285,5566,22,52,101,23,4,171,0,5758
[MSI季中冠军赛]5月11日 IG vs SKT,52163893,2198353,54425,14228,17589,37222,5900,55228,0,1501922
【美人鱼名场面】SKT十六分钟输给IG后找到了英雄联盟的设计师,52208541,998339,2214,2133,36760,88823,24352,81957,0,1143803
陪玩小姐姐竟然满口骚话？【小潮国基网骗】,52132720,940957,6220,2437,33298,67733,3540,71733,0,1101228
慎点！IG对战SKT Faker会头晕的第一视角切屏剪辑！背景音乐都跟不上的速度！,52162754,1334017,2799,2496,5816,10517,4135,18971,0,848672
抖音快手有多低俗？从中国网游发展史，理性看待“抖音快手傻比”的若干问题。紫曰#08,52106034,674276,5137,6377,21058,46678,1328,50621,0,848306
徐老师来巡山214：峡谷人机再度成精 一级就蹲隐身提莫,52054466,1090617,1393,2310,4298,15757,514,33160,0,739620
世界上最多BUG的神作游戏 让人停不下来,52044260,725812,8373,1841,13861,34007,1047,49416,0,714590
【嘟督】喜只狼的奇妙冒险！（第一话）,52244025,334859,3983,1203,29387,40136,1128,40932,0,689665
【韩国解说】IG vs SKT（中文字幕） 2019MSI 小组赛 day2,52195196,685114,2448,2471,11998,32878,2921,28046,0,654387
【STN快报第三季19】在？出来开黑顺便跟我谈恋爱,52068429,495905,9294,1789,11652,36746,635,29024,0,641807
【老E】你又打人！智障斗殴模拟器！,52079940,471615,4410,1116,13828,37165,1376,34601,0,610942
驴耳朵的兽娘你见过吗？简单易懂的明日方舟种族世界观科普！,52239798,311610,3898,2761,13865,25972,2825,31284,0,496429
【搞笑口技】用嘴模仿守望先锋的声音，各种英雄大招来袭~ - 守望先锋 Over Watch,52092195,329348,881,734,16430,29408,5986,27557,0,467774
【短评】和平精英肩负的“使命”与腾讯的抉择,52220212,387486,2608,4978,6135,17029,1720,26001,0,465065
【煮鸡时刻 第二季】第12期 蒸汽你永远是我兄弟,52206791,505570,7013,1074,3269,12176,1270,14319,0,451038
【德云色解说MSI】5月11日 小组赛：IG vs SKT,52160209,325919,4158,1035,3205,5888,306,8697,0,288834
【瞎β操作】日本没有faker只有Otto 2019MSI入围赛,52179180,324316,1849,1336,3266,12027,923,12148,0,282418
杀手2这童真的彩蛋你曾见过？,51837628,255873,918,554,5841,17925,125,24160,0,277541
【全球13版解说合集】IG 16分钟虐杀SKT，震惊全球解说！,52170207,336200,2434,814,2283,1659,881,2895,0,269400
【2019MSI全集】更新至190512 IG vs G2 vs FW vs SKT Faker,52074292,314231,6681,332,1717,488,225,2253,0,250248
起小点TOP10 VOL498 逆转攻势 虚空之女夹缝求生,52149713,337353,1670,837,1020,3406,189,7962,0,245572
地图超广的荒野射击游戏 400000000平方米相当于两个成都三环,52065721,299980,1685,570,2790,6428,168,10491,0,244710
【电竞人物志】卢氏 （上）,52150597,209163,1452,1395,5356,10043,378,12068,0,242823
【SCP不敢养系列】SCP-075 腐蚀性蜗牛  王水在它面前就是弟弟,52077994,272133,545,756,3198,4471,115,10324,0,236350
【大仙全家桶】干了这碗毒鸡汤，总分还能再高10分！,52104819,187253,4679,1656,4415,11000,385,17961,0,219231
【该细还得细】FGO国服《星之三藏亲远赴天竺复刻版》西游攻略,52233213,68554,1330,8012,5435,11834,592,9449,0,207749
极限意识流的华丽演出！鬼泣5观赏向乱入M19最高难度Nero VS Vergil,52122158,108751,512,530,7706,11246,1082,8670,0,207058
[中文字幕]韩国网友热议SKT惨败IG！韩国解说：16分钟结束比赛可是代练级别的！,52183470,550093,297,1228,682,1449,145,2321,0,202967
[英文中字]史上最短 iG16分钟推平SKT 英文解说赛后点评,52187716,238086,608,640,2281,9589,110,8070,0,200250
自我阉割推史上最严防沉迷：腾讯游戏的求生欲,52253691,164203,822,3051,3200,7961,384,11641,0,199070
主播被秀TOP10#14：丝血瞎子万军丛中直取C皇,52092915,291723,955,375,613,2555,103,6210,0,195694
YAYA【怪物猎人世界-冰源】更强的新怪物！更牛逼的新技能！尽在冰岛！！,52087598,149905,1368,516,3496,10193,1913,9158,0,185602
【See you again】再见! 刺激全军,52201005,99069,3708,1788,6095,5143,998,8232,0,182526
【王者之歌】：无限王者团《Wake Me Up》同人国风编,52129191,78564,2947,1517,7328,5088,1552,8308,0,182161
精彩！全站最顶级的两个盲僧玩家就服他们的操作百看不腻-沈若旋Leesnn,52066267,213566,747,327,1952,2433,679,4231,0,170765
【英雄联盟MSI】当SKT知道自己打不过IG...,52169366,214612,213,323,1993,2937,1435,3653,0,169147
【明日方舟】全网最低阵容挂机戏耍龙门剿灭400杀-蹭-蹭-蹭,52116375,82605,866,990,5145,3470,403,2817,0,167560
【受害者视角】我是李相赫，我刚刚被人平推  请点个赞安慰一下我,52177242,236549,1396,1452,482,402,342,1845,0,166850
用看主播的方式打开IG对SKT 阿水的超神德莱文 毫无违和感,52195285,222057,284,334,1245,3745,779,4636,0,165170
【不止游戏】最严重的游戏BUG，导致数百万玩家角色死亡的事件。,52251355,141529,759,1076,3356,4595,817,6024,0,164756
SKT替补otto怒骂Teddy，称其害了SKT,52193062,209238,980,1130,678,1400,739,1539,0,161475
十三赛区解说喊破喉咙系列：TheShy阿卡丽秀,52076739,162339,550,541,3183,5005,801,3777,0,160452
IG vs SKT 全场傻眼！ JackeyLove三分钟暴风大剑屌虐 SKT竟遭15分钟爆主堡！ | 2019 MSI季中邀请赛 - 小组赛精华 Highli,52162886,216885,710,1403,370,811,272,1746,0,151321
靠谱分析IG击败G2原因 任你套路再骚也怕Shy哥的刀#胜负时刻26#,52167907,143410,1191,628,2745,10739,170,9943,0,147725
【是大腿TOP10】69 :  时间穿梭？量子领域？盘点英雄联盟十大平行宇宙,52356256,157320,2623,698,1484,3122,226,6213,0,145565
第六大关“屋顶黑夜”真的存在吗？探秘植物大战僵尸废案,52081390,133927,1843,679,2981,2318,137,6969,0,143940
游戏史上最令人愉悦的游戏，你看着都能怀疑人生！,52247256,134918,1805,636,2936,9136,228,20979,0,140503
SKT:裁判暂停！为什么对面AD多兰剑这么粗？,52263470,192945,130,295,1138,1640,1446,2514,0,138073
Minecraft【佛莱迪】x【幸运方块】 !! 90秒后【崩坏开始】!! 超刺激【午夜惊魂】!! 全字幕,52150723,126094,3273,900,2520,4281,77,22263,0,136567
【秽土长门】技能整理 普攻释放万象天引、神罗天征,52183363,169583,166,620,1504,12377,1371,8806,0,129876
"【IG VS SKT】Faker被当炮车补，史上最快比赛诞生了，IG16分钟掀翻SKT,MSI阿水德莱文上场了。",52165870,231081,491,602,386,921,128,1633,0,128635
【超级小桀】我跟两个飞机的故事,52267473,113150,2314,798,2144,6771,701,6429,0,128096
【MSI】IG VS SKT 赛后沙雕图来袭第一弹,52168991,209762,77,275,822,1073,779,1609,0,126980
【守望先锋】夏一可教你白嫖暴雪,52247698,139328,524,594,699,1049,380,3559,0,121838
小叮当独秀篇：XDD神仙级别压枪，或许这就是职业选手吧！极致无缝转场！,52114012,130330,470,256,2309,7150,216,7449,0,121607
【明日方舟攻略】全干员简析及推荐表,52219557,69779,823,437,4123,3796,339,3414,0,121272
王者荣耀《嘴强青铜》关羽：我疯起来连自家水晶都劈！,52198731,191174,748,318,797,475,221,6273,0,120782
流氓龙龟！AD：为什么打着打着我死了？真实的快乐！,52196122,168487,633,579,775,1368,264,4168,0,120625
【TheShy神级天秀阿卡丽】让全球十多个赛区的解说全部疯了！！！,52073883,187071,593,450,763,463,553,886,0,120559
狙击手麦克：把和平精英玩成了CSGO，这把98K如同开挂，百步穿杨！,52067795,209933,720,760,346,496,111,4969,0,120543
【第五皮格厂】36：之启幻影移形致命冲撞 糖浆快乐发车四面楚歌,52045946,111926,1598,830,2114,1104,287,8688,0,120026
【个人开发独立游戏】苏德战场上的正面对抗《卫国战争》开发记录01,52113211,76893,449,843,3361,5839,179,5976,0,111725
【呱呱出品】全网独家云中君最强深度干货攻略！爆肝up已猝死,52219974,73043,427,475,3830,5674,438,6584,0,110760
穿着JK水手服的光头老爷爷？这绝对是我见过最奇葩的岛国游戏,52162229,106902,2318,1006,1511,3449,113,13035,0,103294
旭旭宝宝圣耀短剑从翻牌到牺牲全过程合集！恭送18圣耀短剑！,52317022,108439,1593,802,1318,3042,408,3925,0,102395
努巴尼欢乐秀265：炸弹“人”胎滚起来啦！！！,52256670,116091,1371,330,570,634,155,3160,0,101069
国服大神复刻TheShy阿卡丽飞雷神天秀名场面,52154726,139101,73,397,841,538,54,835,0,101018
国服首个增幅17耳环诞生！宝哥：圣耀短剑再见！感谢你！,52309636,147964,521,563,403,1226,166,2196,0,99915
笑笑西卡德云色 19.5.11明天也别忘了来看解说哦（元元儿守夜）,52200809,115577,3098,242,119,882,17,950,0,99230
LOL无尽泽拉斯：今天的泽拉斯居然没有被秀？开挂了吗？,52288531,134602,471,1111,209,529,36,1478,0,98436
我进来就看见一个沙雕亚索在强杀敌方塔下残血,52247145,147274,34,182,745,958,465,2124,0,96005
剑三 男人美起来基本没女人啥事了 七秀新体型秀爷 勉强踩点 妖娆毒哥,52112102,99119,273,282,1932,610,331,1850,0,95499
开启日本战国历史的多元宇宙——《太阁立志传》鉴赏【就知道玩游戏59】,52198680,66844,2121,681,1845,4731,303,4399,0,93281
IG暴打G2，宝蓝在赛场上给TheShy折纸飞机，暗示带他飞！,52071511,211793,528,347,412,192,78,1048,0,92519
求生之路2《毫不留情》绝境专家8特无伤单通+++,52078851,110478,1935,384,857,2368,212,3487,0,91785
竟然在windows93里玩到了半条命3！！,52260181,95532,757,400,1132,1310,71,5313,0,89875
【名场面】MSI各战队真实现状,52269270,114979,105,237,1000,1171,1345,1723,0,88643
这栋楼里藏着无数僵尸！独自强拆整栋高楼！【七日杀】第五十一期,52251092,107569,2296,529,795,2842,47,4201,0,88243
[英文解说中字]史上最快比赛！卫冕冠军IG与老牌王者SKT的交锋！,52212634,102122,511,221,1220,1073,62,2025,0,87971
【minecraft】耗时十年，跨过千山万水，我们的故事还在继续,52139644,51656,1745,563,3006,3096,307,3817,0,87555
【游戏BUG集锦】搞笑欢乐瞬间#72,52198701,105509,797,238,664,585,80,5137,0,87014
【CSGO】如何使用单向烟让你的对手喊出VAC-荒漠迷城CT篇,52176897,25626,47,107,4606,2857,438,2321,0,86086
我在罗德岛当御主,52104681,66196,404,262,2264,4160,1195,5177,0,84022
【崩坏3】美人鱼搞笑片段——我被红蓝双子抢戏,52169709,59830,334,319,2723,6714,669,6755,0,83195
【什么鬼套路山寨版】1Q满血？LOL史上最强回血？,52099962,121639,383,263,571,874,169,1648,0,83004
山泥若：叶知秋腿挺滑的那次我不小心摸了一下！什么骆歆周淑怡你想见都可以叫出来！,52053916,200229,411,289,506,484,180,718,0,82474
《炉石传说》单人冒险模式“达拉然大劫案”将于5月17日开启,52074830,92406,337,668,649,833,627,2685,0,80191
金丹热诚诺手 曾经的余小C也在峡谷叱咤风云过,52080879,108766,753,614,251,733,84,2155,0,80081
【只狼x尼尔】2B小姐姐Mod发布！,52169068,48412,300,449,2656,2681,577,2398,0,79727
校园国产恐怖游戏吓尿无数小学生！根据真实事件改编游戏《三教》试玩,52115510,77551,1654,297,1544,1036,128,3734,0,78889
用卢姥爷斗地主的方式打开IG vs SKT,52289595,72481,272,357,1913,3888,1244,4184,0,78863
【闻香识】《Apex》患有机器人PTSD后遗症的那个男人回来了！,52151325,69092,993,260,1340,3901,130,4683,0,78697
【明日方舟】世上最沙雕的4-4过法·弑君者你醒一醒！你是个BOSS！,52195254,53169,307,302,2592,2528,1462,3172,0,78455
【谜之声实况】Yuppie Psycho 职场惊魂 （5月12日更新至第二p）,52236018,44405,4114,726,1926,3482,83,3005,0,77796
【跳舞的线】爱丽丝的房间2（60%）难度堪比轮回？,52066053,58860,350,242,2382,2401,164,4858,0,77162
【游戏兴衰史01】《三国杀》（上）钱当然比口碑重要？,52149473,55487,365,596,1937,4320,184,4712,0,76825
预约角色满级直接毕业一半，苍穹武器B套拉满！黄金书勋章旋涡减负，有点小香！,52163616,79732,482,766,601,1956,560,3121,0,76381
3星4星低练度极限推图攻略（龙门400+主线更到4-10+经验龙门币副本）（持续更新）,52089989,47068,182,652,2140,2364,165,2527,0,75704
【美人鱼名场面】亚索：吾虽身居黑铁，却未迷失本心！哈哈哈哈，快乐家族齐上阵，上分如饮水！,52256006,66080,308,198,2161,7338,583,9017,0,75390
毒纪剑魔被不当人诺手连续单杀心态炸裂砸键盘砸手机,52225735,109092,80,1028,262,37,552,221,0,74562
教你控制自己的梦，你可以无所不能，《盗梦空间》现实版【捕月说26期】,52114395,768822,9823,14905,43527,19356,3499,33659,0,1347958
【鬼谷闲谈】螯肢动物番外：演化老司机蜱螨亚纲,52147530,275926,3137,1831,6409,18572,694,21629,0,324115
你的局座我的大海，听局座聊聊海上的那些事儿,52146612,260928,7353,1352,3939,9065,337,18312,0,262769
监控下的汶川大地震（汶川大地震十一周年）,52192993,314801,2045,1285,1373,534,275,1750,0,238731
你以为查理九世抄袭？不存在的！【查理九世编年史#3】,52045578,140087,1880,2212,6784,8991,364,13481,0,227112
【父母必看】一起起触目惊心的儿童性侵案背后是父母们对性教育的无知与世人的偏见，如何避免惨案发生以及如何避免孩子们受到二次伤害是我们所有人要做的事情,52274314,103922,2558,2055,6622,9729,1257,12165,0,183432
骁话一下：谋财又害命，政府都不是对手，邪教在美国的生存之道,52029317,163410,879,879,2953,5880,792,12107,0,175679
【木鱼说 106】美女帅哥看多了，真的会感到快乐吗？,52304217,138076,1212,1232,2847,7247,659,10600,0,163021
曝光男生的十个怪癖,52195316,188781,443,1723,664,151,232,881,0,152592
撒贝宁提问王牌狙击手：被狙击手瞄准后，该跑直线还是S型？,52201484,421785,533,1227,937,123,127,2277,0,139187
【权力的游戏 神明讲解】创造了异鬼的旧神，到底是个怎样的神明？,52145078,119916,469,330,2206,3000,195,4097,0,116672
【回形针PaperClip】X 光如何看穿你的颈椎、腰椎病？,52055900,99692,540,549,1911,5152,515,6624,0,108786
用科学打脸中医黑——诡辩、权威、影响因子与证据分级,52068454,57774,787,5856,1936,3466,204,4140,0,108328
真实！过气网红不如狗！史上首次 双胞胎052D同时下水 竟然都上不了新闻了,52113648,138323,413,908,499,686,116,3012,0,106001
石墨烯是什么？骗局还是未来黑科技？李永乐老师讲碳的同素异形体,52267703,90655,2322,823,1604,3066,314,5967,0,102587
中国交通事故20190510：每天最新的车祸实例，助你提高安全意识,52072264,96384,3716,1017,284,1014,314,2226,0,100037
轰动全球的蒙娜丽莎失窃案，达芬奇著名画作蒙娜丽莎被盗，巴黎卢浮宫的蒙娜丽莎是真品吗,52176287,106020,1542,683,1315,2816,124,5550,0,99270
【全程高能】十个令人难忘的化学反应,52052349,98682,549,236,1854,516,165,1709,0,94953
地平说的三大“证据”，为什么越来越多的人相信地球是平的？,52138807,121030,437,1202,250,39,81,382,0,90309
把别人家的产品“白菜化”，这就是中国经济的优势,52279415,76775,665,864,880,832,150,3553,0,82032
【母亲节】聊聊千年前怎么当妈妈|古人在【造人工程】这件事上是怎么想的？|献礼母亲节|特别节目——祖传芝士|夹性芝士,52255879,87854,990,576,1029,3080,310,9223,0,81943
你可能不知道的童话背后真实的变态故事，既毁三观又毁童年！,52170686,85309,498,386,1388,466,141,2420,0,80350
如果吞噬人心的魔女长这样 那么我可以！680元国产新品莉莉丝手办测评,52034476,57315,401,457,2107,1291,174,3618,0,78924
【吱道三分钟】众人皆知的一代神车1万5拿下，从此与满街出租车称兄道弟【李老鼠说车】,52090263,86414,1353,390,387,2201,59,2667,0,78800
【评头论足】等不了了！我今天就要玩大白鹅！万代 UN2佩涅罗佩 闪光的哈萨维 高达模型食玩,52036154,82140,1033,336,703,1784,97,3095,0,76762
女司机拐弯一声叫，摩托男现场偷着笑！,52152237,66049,765,3306,170,271,155,1364,0,74608
世界上最先进的轮胎，长什么样子？,52189695,129455,204,291,548,335,40,2977,0,74176
唐尼最爱的战甲竟是它？Hot Toys 1/4钢铁侠Mark42【涛哥测评】,52077099,79508,731,264,1041,1921,100,4093,0,73325
汶川地震牺牲的那些军人，看这些画面心都碎了…,52150546,65592,484,494,1545,1947,344,5426,0,72313
地球磁极倒转会造成怎样的后果？,52147284,56945,462,297,1817,4221,121,5112,0,71498
当水蛭泡在502胶水中一分钟，结果会怎么样,52121894,92422,564,513,144,493,52,1365,0,66503
【混乱博物馆】为什么你没见过闰正月,52076123,54526,402,384,1133,2333,190,3550,0,64431
cos后期 | 大改造！还原大片感的黑呆！轻整容向 | 半合成,52099906,48953,313,495,1630,1363,244,1951,0,64046
川军，明明内战如虫，为啥外站如龙？盘点史上川军表现及其成因,52135604,68100,400,1109,450,636,31,1303,0,60952
当下频道纪录片：《外包的生命》第1集（精子/卵子）,52131335,41942,401,590,1601,2153,490,2385,0,59078
现代主战坦克3D尺寸对比【1080P】,52212952,50241,483,217,1493,152,77,766,0,58151
【RAY】令人头疼的曲面水口怎么办？第三期，你不知道的模型冷知识【RAY的高达模型课堂】,52049362,28068,487,226,2207,2862,119,2866,0,57165
你需要多少GB的内存？这个视频告诉你！,52087989,49089,670,479,1027,409,37,1108,0,54601
这个东西居然能探测辐射？3D电路 空气走线 盖革计数器,52263627,41730,418,660,1221,1407,96,1597,0,53456
将“硫酸”注射给蟑螂，蟑螂会有什么反应呢？,52133211,64984,730,527,206,440,84,1895,0,52100
【DX评测】又是三合一？假面骑士WOZ沃兹 银河形态最终形态表盘全面评测,52128563,55632,467,278,801,1564,297,2227,0,52017
【泪目】91岁老兵回忆战壕入党：我袁林昌自愿加入中国共产党，执行党的决议，执行党的纪律，在敌人面前不投敌不投降，为人民而死！,52360080,45649,552,782,1069,4128,246,10700,0,50962
8只老鼠不到一年生出620只后代，你觉得最后会有多少只？,52171332,45370,311,634,869,1242,139,3968,0,48967
哭腔是什么？如何把哭腔运用到歌曲中，唱哭无数人！,52152242,48145,430,184,907,385,29,1513,0,47073
国产曙光？这莉莉丝的性感妖气让老夫承受吧！,52106357,39466,166,243,1391,1055,81,2114,0,46477
美国真的登月了吗？关于登月造假的真相,52077223,39689,343,794,572,501,42,1736,0,45541
3万8捡漏马6轿跑，是一种什么体验？,52091645,48557,1304,251,243,493,69,973,0,44895
【分钟地球】为什么我们不能从海浪中获得能量？@柚子木字幕组,52097426,45592,103,322,510,153,40,2429,0,44402
超燃！第一视角实拍遂宁特警抓捕现场,52128266,53097,155,203,548,166,93,959,0,43859
【喵】开车撞了东西，没有保险公司这个单子别认账掏钱，否则保险不赔,52133906,46704,125,270,558,1496,107,3181,0,42280
等待了3年的瞬间—神奇的日本北陆篇,52237585,17223,372,254,1409,4427,208,3012,0,39639
杜蕾斯文案水平下降真相是？如何打好过气明星营销翻身仗？互联网蹭热点浅析——【树根互联网营销学②课】,52163398,26248,364,356,1070,1962,78,3065,0,38750
约女神应该开什么车？这一部车，可以实现中年油腻男的青春梦？【大家车言论】,52263796,41604,1103,238,185,346,47,879,0,38460
【老王】盘点那些母亲虐待亲子致死的真实案件，儿子因偷吃蛋炒饭被母亲活活打死！,52230805,40644,527,584,229,330,160,1693,0,37780
如何够快速静下心专注学习,52105135,15286,701,250,1585,1230,68,1518,0,36744
【熊叔实验室】165美元的AmmoCan野外求生套组 @conandiy,52147425,40497,382,175,211,150,12,1150,0,33089
令人窒息的猎奇盛宴!~B13甲虫兄弟大尺度开箱!!!【虾米大模王】,52337273,27308,356,278,589,770,87,1730,0,31945
【史图馆】中国历代疆域变化新版2 商周兴衰,52076369,24655,145,228,748,1207,46,1577,0,31877
【阅说书】3分钟教你说18万个故事，打造你的影响力！ 《故事课》｜阅部客,52290149,10962,88,137,1526,694,48,1095,0,31768
如何用PR制作出一种人物被震惊的效果,52056859,9664,33,81,1656,535,22,660,0,31639
中国1955年至今经济版图演变,52200712,34171,274,190,461,327,32,607,0,31492
【动历史】英语是怎么一步步成为世界通用语的,52209991,28496,149,560,280,163,51,1116,0,31276
【趣味科普】建造一个Halo环带是否真的可行呢？（中英双语）（自制字幕）（What If）,52093951,28611,168,224,611,94,20,499,0,31117
蓝弧侵权奥特曼又出第二部，千万别买这些钢铁飞龙玩具,51921818,30884,446,425,318,445,25,1014,0,30724
004航母，世界第一航母,52104458,39009,82,456,72,43,6,142,0,30078
盘点复联4那些超级英雄现实中的颜值巅峰,52076077,50871,231,97,190,60,10,226,0,29552
真正的共产党员！一本苏联（乌克兰）老党员的党员证，党费从1943交至1998去世,52144804,18493,213,559,702,519,118,927,0,29351
【动态壁纸/1080P/明日方舟】阿米娅动态壁纸-手机专用版,52292409,14475,41,132,1067,971,38,1161,0,27044
预售价两万？年底上市，春风全新跑车250 SR现场实拍！,52120294,33241,72,325,146,37,133,178,0,26507
沙雕安全车 一来就干掉了头两名,52126063,79900,26,225,113,27,170,362,0,26304
【考研经验分享】418分学姐的考研英语篇：考研英语如何稳保70分争上80分？（附赠四六级英语提高方法）,52182479,9048,151,264,1120,381,41,504,0,26140
HOTTOYS小辣椒MK49最新新品视频展示分享 量子领域纳米服托尼斯塔克MK85MK50 黑寡妇 美国队长 漫威复仇者联盟ht钢铁侠复联4hottoys钢铁侠,52199145,52083,90,105,206,35,76,245,0,25868
曾老师的幽默剪辑保证你笑,52173973,15790,234,59,996,170,276,570,0,25422
【Wavebee vlogs】最好的法拉利458测评：10年前的458只要180W,52053722,28601,264,184,185,270,37,448,0,25316
【点兵1005】战争应该怎样进行？朱日和假想敌部队全力猛锤解放军,52351031,27404,246,193,189,316,13,1440,0,24746
【齿轮独家译制】什么是分镜,52160988,5927,8,20,1472,187,48,457,0,24452
最爱面子的“土豪”年收入2800，穿名牌住贫民窟，从没吃过一顿饱饭,52273005,38552,62,232,97,19,13,260,0,24315
小小一盒流浪地球积木的斗式运载车，还原度到底如何呢？,52048665,28448,198,187,186,294,22,881,0,24271
704工程——林彪在杭州的秘密地堡,52075568,32127,90,103,187,21,15,107,0,24133
100万公里输电线路，真 · 分分钟上亿的生意！,52254668,28160,64,320,179,290,43,1654,0,23788
卫星图像记录环境破坏 人类悲歌,51856101,18118,186,218,544,318,56,689,0,23681
【实验】把500只黏黏手融合成的世界最大黏黏手会怎样？（中字剪辑）@Wayne字幕组,52060145,54660,153,117,104,62,12,402,0,23659
最强五代机 — 苏-57（毛熊：不允许反驳）,52161893,23480,250,272,301,25,17,216,0,23334
那些残忍至极的连环杀人狂：恐怖至极的吃人狂魔！,51577421,25886,133,160,316,89,23,1068,0,23301
日本人给你讲解“ほど“和”くらい“的微妙区别,52142455,17964,78,126,638,848,38,1414,0,23245
4月涨粉最多的UP主是谁【涨粉月刊#9】,52172584,31620,342,190,129,86,23,854,0,23217
宇宙中最具视觉震撼感的超新星遗迹之一——蟹状星云,52171808,21229,190,177,413,1149,42,2191,0,22670
竟然有小姐姐送我肥宅快乐椅，真实肥宅，在线开箱！,52270289,23633,447,188,200,611,31,1377,0,22537
为何有些游戏令人劝退？人类大脑即酷爆了又弱爆了,52083432,11708,87,84,885,225,71,1037,0,22274
23个简单美味的烹饪小技巧！！！（擀面杖好吃吗）,52157908,24286,649,127,313,38,24,809,0,21697
三系操控比思域好多少？雨天如何避免车辆涉水？,52330785,22582,515,116,88,280,7,651,0,21484
【韩小沐】直播给中二所打广告 夸得我都不好意思了,52303848,24946,183,283,273,199,55,2512,0,21327
知网白嫖？！你还不知道？！！！,52148570,10040,8,80,869,189,45,237,0,20394
誓拼热血固神州！祝祖国母亲节日快乐！生日快乐！,52146411,12655,255,129,700,1707,122,1420,0,20388
小牛US Pro体验：短途出行的最佳方案？ | 凰家评测,52001310,22998,381,196,120,249,23,593,0,20295
431期：14岁少女骑车闯红灯，被出租车撞飞身亡！,52356375,22305,781,298,74,169,17,775,0,20244
【不正经番外】现实中的宝可梦-人类是如何驯化生物的,52076735,19406,242,161,330,481,27,1921,0,20188
【鬼扯大厂】乐高复联4终极昆战机大战量子服 | 巴特曼动手玩儿,52085515,24912,246,93,201,438,13,995,0,20180
干货|声音变好听练习指南|解决学不会|普通话不标准|声音太粗太细|心路历程,52157512,6482,100,122,999,413,22,612,0,20155
没有北京汽油指标怎么办？电动车or皮卡,52358269,18873,971,264,147,686,50,805,0,20017
和小翔哥挑战全世界最辣的火锅！一口下去俩小伙泪流满面！,52166876,1496276,4378,2879,6350,20572,1392,52047,0,928956
泰国人妖秀和成人秀究竟有多刺激？！——视角姬Vlog,52006456,824436,8039,2713,11789,33296,2421,46088,0,735635
【主播真会玩女神篇】72：女流66逐渐菠化，瘦身大计迫在眉睫,52123475,678980,17327,1694,10723,55336,774,40336,0,669646
家里猫大哥腿受伤，老二立马预谋篡位，竟用屁崩走大佬！,52125554,695251,3664,2487,8626,25171,972,49265,0,599540
宰一整头牛才能出两盘，到底是什么部位这么稀有？？？广州美食VLOG,52080252,696528,5393,1829,7375,12411,1455,22616,0,583028
男生最讨厌的女生！,52064540,482456,5277,9916,5426,6157,1270,21066,0,507640
美食大挑战，石头剪刀布！赢的人要吃光光！我都快吃哭了,52080107,507363,9386,2060,6567,22896,640,39294,0,493063
自制硬核母亲节礼物,52270233,675057,2773,2399,2413,10923,3443,25947,0,487540
厨师长教你：“拔丝红薯”的家常做法，口感爽脆又清甜，先收藏了,52209097,537184,1425,1523,5894,6292,998,19395,0,475364
我居然半个月没上过厕所？？【读评论2.0】,52081148,581796,9114,2673,3381,7803,293,40298,0,467189
阿烽找到一个抓蟹的好地方，天黑前就抓满了一篮子，女儿有口福了,52148479,483415,3843,1707,8146,113498,454,68255,0,466130
